price,landsize,address,park,bed,bath,longitude,latitude,date,property_type
Price Withheld,"Land area 540 m2
Internal area 26",Doreen VIC 3754,2,4,2,145.146,-37.605,Sold by private treaty 09 January 2017,House
Price Withheld,Land area 800 m2,"6 Gosford Court, Doreen VIC 3754",2,4,2,145.137909,-37.60676,Sold by private treaty 26 February 2016,House
Price Withheld,Land area 2041 m2,"3 Creekwood Court, Doreen VIC 3754",2,4,2,145.13855,-37.59246,Sold by private treaty 18 February 2016,House
Price Withheld,Land area 560 m2,"9 Laurimar Blvrd, Doreen VIC 3754",2,4,2,145.124573,-37.5849571,Sold by private treaty 09 October 2015,House
Price Withheld,"Land area 630 m2
Internal area 50","7 Eagle Boulevard, DOREEN VIC 3754",2,4,4,145.126083,-37.5831757,Sold by private treaty 25 August 2015,House
Price Withheld,Land area 769 m2,"23 Merrijig Crescent, DOREEN VIC 3754",2,4,2,145.134964,-37.59681,Sold by private treaty 02 August 2015,House
Price Withheld,Land area 882 m2,"36 Merredin Circuit, DOREEN VIC 3754",2,4,2,145.122971,-37.5776367,Sold by private treaty 11 June 2015,House
Price Withheld,Land area 1063 m2,"7 Waterway Boulevard, DOREEN VIC 3754",2,4,2,145.124664,-37.5927925,Sold by private treaty 11 June 2015,House
Price Withheld,Land area 2214 m2,"9 Zannon Crescent, DOREEN VIC 3754",2,4,2,145.140549,-37.5786438,Sold by private treaty 23 February 2015,House
Price Withheld,Land area 329 m2,"118 Hazel Glen Drive, DOREEN VIC 3754",2,4,2,145.129715,-37.5869751,Sold by private treaty 17 November 2014,House
Price Withheld,Land area 620 m2,"15 Kilkenny Rise, DOREEN VIC 3754",2,4,2,145.137115,-37.59935,Sold by private treaty 26 September 2014,House
Price Withheld,Land area 851 m2,"18 Cathedral Rise, DOREEN VIC 3754",2,4,2,145.138062,-37.5974121,Sold by private treaty 23 September 2014,House
Price Withheld,Land area 1317 m2,"36 Flaxen Hills Road, DOREEN VIC 3754",2,4,2,145.138077,-37.5787468,Sold by private treaty 06 August 2014,House
Price Withheld,Land area 448 m2,"34 Dunraven Crescent, DOREEN VIC 3754",2,4,2,145.120071,-37.60237,Sold by private treaty 24 June 2014,House
Price Withheld,Land area 744 m2,"23 Birdwood Crt, DOREEN VIC 3754",2,4,2,145.113708,-37.60547,Sold by private treaty 12 March 2014,House
Price Withheld,Land area 648 m2,"6 Kilkenny Rise, DOREEN VIC 3754",2,4,2,145.137543,-37.60019,Sold by private treaty 09 December 2013,House
Price Withheld,Land area 489 m2,"25 Senecio Drive, DOREEN VIC 3754",2,4,2,145.1286,-37.598,Sold by private treaty 16 September 2013,House
Price Withheld,Land area 807 m2,"11 Ferguson Drive, DOREEN VIC 3754",2,4,2,145.129883,-37.5940628,Sold by private treaty 07 June 2013,House
Price Withheld,Land area 360 m2,"15 Meander Road, DOREEN VIC 3754",2,4,2,145.1152,-37.6101646,Sold by private treaty 05 June 2013,House
Price Withheld,Land area 643 m2,"29 Dargo Crescent, DOREEN VIC 3754",2,4,2,145.130066,-37.5970573,Sold by private treaty 18 April 2013,House
Price Withheld,Land area 340 m2,"Lot 1125 Peterborough Drive, DOREEN VIC 3754",2,4,2,145.125061,-37.5793877,Sold by private treaty 07 December 2012,House
Price Withheld,"Land area 648 m2
Internal area 35","10 Kilkenny Rise, DOREEN VIC 3754",2,4,2,145.1376,-37.5998764,Sold by private treaty 31 July 2012,House
Price Withheld,Land area 682 m2,"6 Montrose Drive, DOREEN VIC 3754",2,4,2,145.121948,-37.5883446,Sold by private treaty 13 July 2012,House
Price Withheld,Land area 700 m2,"Lot 127 Cathedral Rise, DOREEN VIC 3754",2,4,2,145.134384,-37.6005135,Sold by private treaty 19 April 2012,House
Price Withheld,Land area 612 m2,"Lot 135 Wailes Drive, DOREEN VIC 3754",2,4,2,145.119415,-37.58421,Sold by private treaty 05 December 2011,House
Price Withheld,Land area 399 m2,"21 Montrose Street, DOREEN VIC 3754",2,4,2,145.122055,-37.58793,Sold by private treaty 01 September 2011,House
Price Withheld,Land area 920 m2,"25 Almorah Street, DOREEN VIC 3754",2,4,2,145.1298,-37.59084,Sold by private treaty 29 June 2011,House
Price Withheld,Land area 922 m2,DOREEN VIC 3754,2,4,3,145.138367,-37.5846176,Sold by private treaty 02 May 2011,House
Price Withheld,Land area 660 squares2,"3 Keys Street, Doreen VIC 3754",2,4,2,145.130585,-37.6176643,Sold by private treaty 07 January 2011,House
Price Withheld,Land area 840 m2,"24 Tarpan Drive, DOREEN VIC 3754",2,4,2,145.121384,-37.59126,Sold by private treaty 28 November 2010,House
Price Withheld,Land area 640 m2,"8 Batavia Way, DOREEN VIC 3754",2,4,2,145.12912,-37.58995,Sold by private treaty 07 August 2010,House
Price Withheld,"Land area 702
Internal area 283.7","Lot 138 Tarawera Road, DOREEN VIC 3754",2,4,2,145.13649,-37.5916138,Sold by private treaty 18 June 2010,House
Price Withheld,Land area 612 squares2,"14 Kilkenny Rise, Doreen VIC 3754",2,4,2,145.154892,-37.617672,Sold by private treaty 16 June 2010,House
Price Withheld,Land area 600 m2,DOREEN VIC 3754,2,4,2,145.138245,-37.59814,Sold by private treaty 29 May 2010,House
Price Withheld,Land area 11 acres,DOREEN VIC 3754,2,4,2,145.141739,-37.5872269,Sold by private treaty 29 April 2010,Rural
Price Withheld,Land area 440 m2,"Lot 857 14 Textel Street, DOREEN VIC 3754",2,4,2,145.121231,-37.5927925,Sold by private treaty 21 August 2009,House
Price Withheld,Land area 400 m2,"Lot 851 9 Karakul Crescent, DOREEN VIC 3754",2,4,2,145.120911,-37.59233,Sold by private treaty 07 August 2009,House
Price Withheld,Land area 453 m2,"Lot 186 Dargo Crescent, DOREEN VIC 3754",2,4,2,145.132324,-37.5961761,Sold by private treaty 07 August 2009,House
"$685,199",Land area 507 m2,"45 Sunstone Boulevard, Doreen VIC 3754",2,4,2,145.123245,-37.615448,Sold by private treaty 08 August 2017,House
"$626,500",Land area 621 m2,"6 Graffs Avenue, Doreen VIC 3754",2,4,2,145.1274,-37.6000862,Sold by private treaty 27 July 2017,House
"$740,000",Land area 880 m2,"6 Hilltop Mews, Doreen VIC 3754",2,4,2,145.134979,-37.5937271,Sold by private treaty 05 July 2017,House
"$490,000",Land area 375 m2,"34 Fitzwilliam Drive, Doreen VIC 3754",2,4,2,145.131042,-37.6094742,Sold by private treaty 12 June 2017,House
"$570,000",Land area 455 m2,"32 Altitude Drive, Doreen VIC 3754",2,4,2,145.111679,-37.6008377,Sold by private treaty 10 March 2017,House
"$830,000",Land area 880 m2,"2 Charolais Sq, Doreen VIC 3754",2,4,2,145.134933,-37.5935249,Sold by private treaty 08 March 2017,House
"$472,000","Land area 586 m2
Internal area 219.19 m2","20 Dargo Crescent, Doreen VIC 3754",2,4,2,145.13031,-37.59669,Sold by private treaty 21 February 2017,House
"$523,500",Land area 462 m2,"60 Peterborough Drive, Doreen VIC 3754",2,4,2,145.126053,-37.57712,Sold by private treaty 18 January 2017,House
"$620,000",Land area 648 m2,"6 Sinnott Street, Doreen VIC 3754",2,4,2,145.130432,-37.5989456,Sold by private treaty 16 November 2016,House
"$430,000
        price from APM PriceFinder","Land area 725 m2
Internal area 206.06 m2","10 Hughes Road, Doreen VIC 3754",2,4,2,145.122375,-37.5830269,Sold by private treaty 29 October 2016,House
"$450,000",Internal area 560,"59 Orchard Road, Doreen VIC 3754",2,4,3,145.129974,-37.6123352,Sold by private treaty 24 August 2016,House
"$575,000",Land area 742 m2,"214 Flaxen Hills Road, Doreen VIC 3754",2,4,2,145.130722,-37.5908775,Sold by private treaty 26 July 2016,House
"$530,000",Land area 688 m2,"18 Von Guerard Parade, Doreen VIC 3754",2,4,2,145.132736,-37.61396,Sold by private treaty 16 July 2016,House
"$490,000",Land area 599 m2,"25 Mountain Way, Doreen VIC 3754",2,4,2,145.111359,-37.60286,Sold by private treaty 24 June 2016,House
"$517,000",Land area 647 m2,"17 Sewell Way, Doreen VIC 3754",2,4,2,145.119354,-37.58198,Sold by private treaty 15 February 2016,House
"$555,000",Land area 560 m2,"32 Serle Street, Doreen VIC 3754",2,4,2,145.1311,-37.6149979,Sold by private treaty 30 January 2016,House
"$512,000",Land area 596 m2,"29 Cootamundra Road, Doreen VIC 3754",2,4,2,145.112869,-37.60727,Sold at auction 29 January 2016,House
"$440,000",Land area 417 m2,"29 Meander Road, Doreen VIC 3754",2,4,2,145.115326,-37.6093025,Sold by private treaty 16 January 2016,House
"$615,000",Land area 745 m2,"4 Tingara Crest, Doreen VIC 3754",2,4,2,145.1352,-37.61173,Sold by private treaty 04 January 2016,House
"$625,000",Land area 817 m2,"20 Timbertop Drive, Doreen VIC 3754",2,4,3,145.137466,-37.5951462,Sold by private treaty 15 December 2015,House
"$505,000
        price from APM PriceFinder",Land area 603 m2,"16 Birdwood Court, Doreen VIC 3754",2,4,2,145.113953,-37.604393,Sold by private treaty 12 December 2015,House
"$460,000",Land area 629 m2,"283 Cookes Road, Doreen VIC 3754",2,4,2,145.13765,-37.6014061,Sold by private treaty 29 October 2015,House
"$365,000
        price from APM PriceFinder",Land area 419 m2,"19 Meander Road, Doreen VIC 3754",2,4,2,145.115326,-37.6093025,Sold by private treaty 27 October 2015,House
"$535,000",Land area 689 m2,"37 Orchard Road, Doreen VIC 3754",2,4,2,145.132675,-37.61272,Sold by private treaty 20 October 2015,House
"$500,000",Land area 725 m2,"11 Tallis Grove, Doreen VIC 3754",2,4,2,145.1353,-37.611042,Sold by private treaty 13 October 2015,House
"$467,000",Land area 640 m2,"10 Berkshire Street, Doreen VIC 3754",2,4,2,145.113113,-37.60617,Sold by private treaty 08 October 2015,House
"$521,000",Land area 582 m2,"13 Gillow Grove, Doreen VIC 3754",2,4,2,145.132874,-37.609333,Sold by private treaty 28 September 2015,House
"$450,000",Land area 627 m2,"8 Dilwynia Avenue, DOREEN VIC 3754",2,4,2,145.129013,-37.5991745,Sold by private treaty 14 August 2015,House
"$410,000
        price from APM PriceFinder",Land area 448 m2,"20 Walker Drive, DOREEN VIC 3754",2,4,2,145.118347,-37.58525,Sold by private treaty 05 August 2015,House
"$660,000","Land area 1204 m2
Internal area 383","43 Woodstock Drive, DOREEN VIC 3754",2,4,2,145.1387,-37.5869446,Sold by private treaty 31 July 2015,House
"$470,000",Land area 551 m2,"19 Fortress Road, DOREEN VIC 3754",2,4,2,145.1196,-37.60743,Sold at auction 24 July 2015,House
"$475,000",Land area 584 m2,"5 Fleetwood Drive, DOREEN VIC 3754",2,4,2,145.1117,-37.6078,Sold by private treaty 23 July 2015,House
"$405,000",Land area 431 m2,"48 Laurence Street, DOREEN VIC 3754",2,4,2,145.119537,-37.5937462,Sold by private treaty 03 July 2015,House
"$510,000",Land area 699 m2,"2 Kyarra Drive, DOREEN VIC 3754",2,4,2,145.129745,-37.5892525,Sold by private treaty 02 July 2015,House
"$382,500",Land area 400 m2,"47 Yellowbrick Road, DOREEN VIC 3754",2,4,2,145.137909,-37.60676,Sold by private treaty 23 June 2015,House
"$640,000",Land area 701 m2,"32 Baigent Avenue, DOREEN VIC 3754",2,4,2,145.129288,-37.61842,Sold by private treaty 10 June 2015,House
"$480,000",Land area 591 m2,"3 Fleetwood Drive, DOREEN VIC 3754",2,4,2,145.111725,-37.60766,Sold by private treaty 14 May 2015,House
"$480,000
        price from APM PriceFinder",Land area 680 m2,"205 Cookes Road, DOREEN VIC 3754",2,4,2,145.1271,-37.6005325,Sold by private treaty 13 May 2015,House
"$372,000",Land area 507 m2,"5 Foothills  St, Doreen VIC 3754",2,4,2,145.128952,-37.59619,Sold by private treaty 11 May 2015,House
"$400,000",Land area 448 m2,"6 Batavia Way, DOREEN VIC 3754",2,4,2,145.129288,-37.5899048,Sold by private treaty 09 May 2015,House
"$488,000
        price from APM PriceFinder",Land area 792 m2,"8 Shorthorn Cres, DOREEN VIC 3754",2,4,2,145.128174,-37.5932426,Sold by private treaty 05 May 2015,House
"$582,000",Land area 985 m2,"1 Brookwood Avenue, DOREEN VIC 3754",2,4,2,145.135437,-37.59271,Sold by private treaty 12 March 2015,House
"$980,000",Land area 4120 m2,"55 Woods Road, Doreen VIC 3754",2,4,2,145.121338,-37.5747032,Sold by private treaty 26 February 2015,House
"$415,000",Land area 400 m2,"9 Mollison Drive, DOREEN VIC 3754",2,4,2,145.121033,-37.58067,Sold by private treaty 09 February 2015,House
"$402,500",Land area 406 m2,"3 Aspect Drive, DOREEN VIC 3754",2,4,2,145.111374,-37.601162,Sold by private treaty 05 November 2014,House
"$397,500",Land area 476 m2,"23 Coolibah Street, DOREEN VIC 3754",2,4,2,145.108932,-37.60879,Sold at auction 09 October 2014,House
"$525,000",Land area 860 m2,"29 Mulberry Street, DOREEN VIC 3754",2,4,2,145.135773,-37.58481,Sold by private treaty 08 September 2014,House
"$375,000",Land area 474 m2,"2 Comet Avenue, DOREEN VIC 3754",2,4,2,145.107651,-37.6049347,Sold by private treaty 17 August 2014,House
"$630,000",Land area 915 m2,"11 Spoonbill Street, DOREEN VIC 3754",2,4,2,145.1321,-37.58861,Sold by private treaty 07 May 2012,House
"$730,000",Land area 613 m2,"24 Pinnacle Views, Doreen VIC 3754",2,5,2,145.135651,-37.5981064,Sold by private treaty 12 September 2017,House
"$1,644,000",Land area 21 acres,"160 Doctors Gully Road, Doreen VIC 3754",2,5,3,145.154968,-37.6101074,Sold by private treaty 15 August 2017,House
"$825,000",Land area 675 m2,"19 Roaming Road, Doreen VIC 3754",2,5,4,145.129547,-37.5946465,Sold by private treaty 09 June 2017,House
"$687,000",Land area 573 m2,"2 Coolibah Street, Doreen VIC 3754",2,5,2,145.111038,-37.6086578,Sold by private treaty 01 May 2017,House
"$750,000",Land area 805 m2,"14 Downey Drive, Doreen VIC 3754",2,5,2,145.13414,-37.57897,Sold by private treaty 19 April 2017,House
"$690,000",Land area 800 m2,"20 Corriedale Drive, Doreen VIC 3754",2,5,2,145.1237,-37.5909348,Sold by private treaty 01 March 2017,House
"$560,000",Land area 495 m2,"14 Dibella Street, Doreen VIC 3754",2,5,2,145.113663,-37.5979919,Sold by private treaty 27 February 2017,House
"$647,000",Land area 649 m2,"33 Vantage Point Boulevard, Doreen VIC 3754",2,5,2,145.112381,-37.60544,Sold by private treaty 20 February 2017,House
"$820,000",Land area 680 m2,"27 Dalrymple Way, Doreen VIC 3754",2,5,5,145.132416,-37.59015,Sold by private treaty 13 December 2016,House
"$465,000",Land area 608 m2,"2 Waterloo Street, Doreen VIC 3754",2,5,2,145.137161,-37.60096,Sold by private treaty 27 September 2016,House
"$575,000",Land area 500 m2,"21 Starboard Drive, Doreen VIC 3754",2,5,2,145.118835,-37.61096,Sold at auction 24 September 2016,House
"$616,500",Land area 775 m2,"13 Oakridge Street, Doreen VIC 3754",2,5,2,145.133316,-37.58849,Sold by private treaty 09 September 2016,House
"$580,000",Land area 858 m2,"68 Flaxen Hills Road, Doreen VIC 3754",2,5,2,145.13446,-37.57948,Sold by private treaty 20 August 2016,House
"$630,000",Land area 747 m2,"26 Downey Drive, Doreen VIC 3754",2,5,2,145.1355,-37.5784836,Sold by private treaty 16 August 2016,House
"$620,000",Land area 790 m2,"10 Brookwood Avenue, Doreen VIC 3754",2,5,2,145.135941,-37.5918579,Sold by private treaty 30 July 2016,House
"$605,000",Land area 880 m2,"13 Sugarloaf Rise, Doreen VIC 3754",2,5,2,145.1336,-37.5938377,Sold by private treaty 05 May 2016,House
"$760,000","Land area 745 m2
Internal area 42","59 Pinnacle Views, Doreen VIC 3754",2,5,2,145.132843,-37.5979576,Sold by private treaty 19 April 2016,House
"$640,000",Land area 617 m2,"32 Horsley Crescent, Doreen VIC 3754",2,5,3,145.107117,-37.6083946,Sold by private treaty 06 April 2016,House
"$630,000",Land area 781 m2,"10 Downey Drive, Doreen VIC 3754",2,5,2,145.133713,-37.5793228,Sold by private treaty 30 March 2016,House
